feature,importance,rank,selected
wr_tier_NAT DEX UBERS_m24_p,0.0,1596,0
wr_tier_NAT DEX UBERS UU_m24_p,0.0,1597,0
wr_tier_ORRE COLOSSEUM_m24_p,0.0,1598,0
wr_tier_RANDBATS CHAMPIONS_m24_p,0.0,1599,0
wr_tier_DOU_m24_p,0.0,1600,0
wr_tier_DUBERS_m24_p,0.0,1601,0
wr_tier_Free For all_m24_p,0.0,1602,0
wr_tier_Free For all Randoms_m24_p,0.0,1603,0
wr_tier_LC_m24_p,0.0,1604,0
wr_tier_LEYENDAS Z-A OU_m24_p,0.0,1605,0
wr_tier_METRONOMO_m24_p,0.0,1606,0
wr_tier_MONOTYPE RANDOM BATTLE_m24_p,0.0,1607,0
liga_pes_sum_m24_p,0.0,1608,0
liga_pls_sum_m24_p,0.0,1609,0
liga_pls_mean_m24_p,0.0,1610,0
wr_tier_BABY RANDOM SINGLES_m24_p,0.0,1611,0
wr_tier_BSS_m24_p,0.0,1612,0
wr_tier_BSS CHAMPIONS_m24_p,0.0,1613,0
wr_tier_CHAMPIONS_m24_p,0.0,1614,0
wr_tier_DOBLES LC_m24_p,0.0,1615,0
liga_pes_mean_m36_p,0.0,1616,0
liga_pls_sum_m36_p,0.0,1617,0
wr_tier_OU_m1_g,0.0,1618,0
wr_tier_RANDBATS CHAMPIONS_m1_g,0.0,1619,0
wr_tier_RANDOM DOBLES CHAMPIONS_m1_g,0.0,1620,0
wr_tier_RANDOM DOUBLES_m1_g,0.0,1621,0
wr_tier_STADIUM OU GEN 1_m1_g,0.0,1622,0
wr_tier_STADIUM OU GEN 2_m1_g,0.0,1623,0
participo_liga_sum_m36_p,0.0,1624,0
participo_liga_mean_m36_p,0.0,1625,0
rep_actual_sum_m36_p,0.0,1626,0
rep_actual_mean_m36_p,0.0,1627,0
liga_pms_sum_m36_p,0.0,1628,0
liga_pms_mean_m36_p,0.0,1629,0
liga_pss_mean_m36_p,0.0,1630,0
liga_pes_sum_m36_p,0.0,1631,0
cat_torneo_sum_m36_p,0.0,1632,0
cat_ascenso_sum_m36_p,0.0,1633,0
cat_cypher_mean_m36_p,0.0,1634,0
fase_grupos_mean_m36_p,0.0,1635,0
fase_jornadas_sum_m36_p,0.0,1636,0
fase_jornadas_mean_m36_p,0.0,1637,0
fase_rondas_sum_m36_p,0.0,1638,0
pokes_venc_sum_m36_p,0.0,1639,0
wr_rep_1_m24_p,0.0,1640,0
wr_rep_4_m24_p,0.0,1641,0
wr_rep_5_m24_p,0.0,1642,0
n_batallas_m36_p,0.0,1643,0
winrate_m36_p,0.0,1644,0
fmt_singles_sum_m36_p,0.0,1645,0
fmt_dobles_sum_m36_p,0.0,1646,0
fmt_vgc_mean_m36_p,0.0,1647,0
wr_tier_DUBERS_m36_p,0.0,1648,0
wr_tier_Free For all_m36_p,0.0,1649,0
wr_tier_Free For all Randoms_m36_p,0.0,1650,0
wr_tier_LC_m36_p,0.0,1651,0
wr_tier_LEYENDAS Z-A OU_m36_p,0.0,1652,0
wr_tier_METRONOMO_m36_p,0.0,1653,0
wr_tier_MONOTYPE RANDOM BATTLE_m36_p,0.0,1654,0
wr_tier_MultiRandomBattle_m36_p,0.0,1655,0
cat_ascenso_sum_m3_g,0.0,1656,0
cat_cypher_sum_m3_g,0.0,1657,0
liga_pls_mean_m36_p,0.0,1658,0
wr_tier_BABY RANDOM SINGLES_m36_p,0.0,1659,0
wr_tier_BSS_m36_p,0.0,1660,0
wr_tier_BSS CHAMPIONS_m36_p,0.0,1661,0
wr_tier_CHAMPIONS_m36_p,0.0,1662,0
wr_tier_DOBLES LC_m36_p,0.0,1663,0
meses_activo_m3_g,0.0,1664,0
fmt_dobles_mean_m3_g,0.0,1665,0
fmt_vgc_sum_m3_g,0.0,1666,0
wr_tier_DOBLES LC_m1_g,0.0,1667,0
cat_liga_sum_m3_g,0.0,1668,0
wr_tier_DUBERS_m1_g,0.0,1669,0
cat_torneo_sum_m3_g,0.0,1670,0
cat_torneo_mean_m3_g,0.0,1671,0
wr_tier_TRADEMARKED_m1_g,0.0,1672,0
wr_tier_UBERS_m1_g,0.0,1673,0
wr_tier_VGC 2010_m1_g,0.0,1674,0
wr_rep_1_m1_g,0.0,1675,0
wr_rep_4_m1_g,0.0,1676,0
wr_rep_5_m1_g,0.0,1677,0
wr_tier_Free For all_m1_g,0.0,1678,0
wr_tier_Free For all Randoms_m1_g,0.0,1679,0
log1p_wr_winrate_m12_p,0.0,1680,0
log1p_wr_winrate_m15_p,0.0,1681,0
log1p_wr_winrate_m18_p,0.0,1682,0
log1p_wr_winrate_m24_p,0.0,1683,0
log1p_wr_winrate_m36_p,0.0,1684,0
wr_tier_LC_m1_g,0.0,1685,0
ctx_es_decisivo,0.0,1686,0
wr_tier_STADIUM OU GEN 1_m15_g,0.0,1687,0
ma_ratio_m5_vs_m12_p,0.0,1688,0
log_meses_activo_m24_p,0.0,1689,0
log_meses_activo_m36_p,0.0,1690,0
log1p_wr_winrate_m1_p,0.0,1691,0
log1p_wr_winrate_m3_p,0.0,1692,0
log1p_wr_winrate_m5_p,0.0,1693,0
log1p_wr_winrate_m7_p,0.0,1694,0
log1p_wr_winrate_m9_p,0.0,1695,0
wr_tier_ORRE COLOSSEUM_m1_g,0.0,1696,0
wr_tier_VGC 2010_m36_p,0.0,1697,0
wr_rep_3_m36_p,0.0,1698,0
wr_rep_5_m36_p,0.0,1699,0
ma_ratio_m1_vs_m3_p,0.0,1700,0
nb_diff_m3_vs_m5_p,0.0,1701,0
ma_ratio_m3_vs_m5_p,0.0,1702,0
nb_diff_m5_vs_m12_p,0.0,1703,0
wr_tier_METRONOMO_m1_g,0.0,1704,0
wr_tier_MONOTYPE RANDOM BATTLE_m1_g,0.0,1705,0
wr_tier_MultiRandomBattle_m1_g,0.0,1706,0
wr_tier_NAT DEX DOBLES_m1_g,0.0,1707,0
wr_tier_NAT DEX DUBERS_m1_g,0.0,1708,0
wr_tier_NAT DEX MONOTYPE_m1_g,0.0,1709,0
wr_tier_NAT DEX UBERS_m1_g,0.0,1710,0
ma_ratio_m12_vs_m24_p,0.0,1711,0
log_meses_activo_m7_p,0.0,1712,0
log_meses_activo_m9_p,0.0,1713,0
log_meses_activo_m12_p,0.0,1714,0
log_meses_activo_m15_p,0.0,1715,0
log_meses_activo_m18_p,0.0,1716,0
wr_tier_RANDBATS CHAMPIONS_m15_g,0.0,1717,0
wr_tier_RANDOM DOBLES CHAMPIONS_m15_g,0.0,1718,0
wr_tier_LEYENDAS Z-A OU_m1_g,0.0,1719,0
log_n_batallas_m12_p,0.0,1720,0
log_n_batallas_m15_p,0.0,1721,0
log_n_batallas_m18_p,0.0,1722,0
log_n_batallas_m24_p,0.0,1723,0
log_n_batallas_m36_p,0.0,1724,0
log_meses_activo_m1_p,0.0,1725,0
log_meses_activo_m3_p,0.0,1726,0
log_meses_activo_m5_p,0.0,1727,0
nb_ratio_m24_vs_m36_p,0.0,1728,0
nb_diff_m1_vs_m36_p,0.0,1729,0
ma_ratio_m1_vs_m36_p,0.0,1730,0
log_n_batallas_m1_p,0.0,1731,0
log_n_batallas_m3_p,0.0,1732,0
log_n_batallas_m5_p,0.0,1733,0
log_n_batallas_m7_p,0.0,1734,0
log_n_batallas_m9_p,0.0,1735,0
fase_jornadas_sum_m1_g,0.0,1736,0
fase_jornadas_mean_m1_g,0.0,1737,0
participo_liga_sum_m1_g,0.0,1738,0
participo_liga_mean_m1_g,0.0,1739,0
rep_actual_sum_m1_g,0.0,1740,0
nb_ratio_m12_vs_m24_p,0.0,1741,0
nb_diff_m12_vs_m24_p,0.0,1742,0
wr_tier_NAT DEX DUBERS_m24_p,0.0,1743,0
